product_id,product_name,rating,rating_count,discounted_price,actual_price,category_1,category_2,img_link_y,sale_rate
901,Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),3.5,9638.0,100.0,499.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/51JF5xTgNhL._SX300_SY300_QL70_FMwebp_.jpg,0.7995991983967936
960,MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),4.3,25903.0,656.0,1499.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/51EJirBX6bL._SY300_SX300_QL70_FMwebp_.jpg,0.5623749166110741
994,"CARECASE® Optical Bay 2nd Hard Drive Caddy, 9.5 mm CD/DVD Drive Slot for SSD and HDD",4.1,7333.0,199.0,799.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/51ca6eZ+j3L._SY300_SX300_.jpg,0.7509386733416771
998,"TP-Link AC1200 Archer A6 Smart WiFi, 5GHz Gigabit Dual Band MU-MIMO Wireless Internet Router, Long Range Coverage by 4 Antennas, Qualcomm Chipset",4.4,12679.0,2499.0,3999.0,ComputersandAccessories,Networking Devices,https://m.media-amazon.com/images/I/41VDUqScJFL._SX300_SY300_QL70_FMwebp_.jpg,0.37509377344336087
1034,STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),4.3,24791.0,349.0,1499.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/51aYKwgu-GL._SX300_SY300_QL70_FMwebp_.jpg,0.7671781187458305
1093,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",4.4,9940.0,449.0,999.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/41GogihEYeL._SX300_SY300_QL70_FMwebp_.jpg,0.5505505505505506
1097,"AirCase Protective Laptop Bag Sleeve fits Upto 14.1"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",4.3,9701.0,449.0,999.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/31A6Arm+F7L._SY300_SX300_.jpg,0.5505505505505506
1284,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",4.2,2262.0,350.0,899.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/31J6qGhAL9L._SX300_SY300_QL70_FMwebp_.jpg,0.610678531701891
1299,Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units)),4.0,1396.0,99.0,999.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/41nf9n-v3pL._SX300_SY300_QL70_ML2_.jpg,0.9009009009009009
1432,"HP Deskjet 2723 AIO Printer, Copy, Scan, WiFi, Bluetooth, USB, Simple Setup Smart App, Ideal for Home.",3.6,4199.0,5899.0,7005.0,ComputersandAccessories,"Printers, InksandAccessories",https://m.media-amazon.com/images/I/31ulmi5lTYL._SX300_SY300_QL70_FMwebp_.jpg,0.1578872234118487
1433,"HP Deskjet 2331 Colour Printer, Scanner and Copier for Home/Small Office, Compact Size, Reliable, Easy Set-Up Through Smart App On Your Pc Connected Through USB, Ideal for Home.",3.5,21762.0,3999.0,4332.96,ComputersandAccessories,"Printers, InksandAccessories",https://m.media-amazon.com/images/I/31df-HkJJ7L._SX300_SY300_QL70_FMwebp_.jpg,0.07707433255788192
1436,MI Usb Type-C Cable Smartphone (Black),4.3,30411.0,229.0,299.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/31XO-wfGGGL._SX300_SY300_QL70_FMwebp_.jpg,0.23411371237458195
1491,"HUMBLE Dynamic Lapel Collar Mic Voice Recording Filter Microphone for Singing Youtube SmartPhones, Black",3.3,2804.0,199.0,499.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/41T3Z43M4yL._SX300_SY300_QL70_FMwebp_.jpg,0.6012024048096193
1530,Kingston DataTraveler Exodia DTX/32 GB Pen Drive USB 3.2 Gen 1 (Multicolor),4.1,18656.0,349.0,450.0,ComputersandAccessories,External DevicesandData Storage,https://m.media-amazon.com/images/I/21e4IoLXBFL._SY300_SX300_QL70_FMwebp_.jpg,0.22444444444444445
1542,Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights,4.0,7352.0,849.0,1499.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/31ikDjsSOML._SX300_SY300_QL70_FMwebp_.jpg,0.4336224149432955
1567,"Logitech G102 USB Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking, 16.8mn Color, Light Weight - Black",4.5,10541.0,1495.0,1995.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/41zEY42v1tL._SX300_SY300_QL70_FMwebp_.jpg,0.2506265664160401
1605,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",4.3,838.0,389.0,999.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/41TBdmDqSjL._SY445_SX342_QL70_FMwebp_.jpg,0.6106106106106106
1627,"Zoul USB C to USB C Fast Charging Cable 65W Type C to Type C Nylon Braided Cord Compatible with Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' iPad Pro 2020/2018 (2M, Grey)",4.1,2685.0,399.0,1099.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/41EhlNJ-v8L._SX300_SY300_QL70_FMwebp_.jpg,0.6369426751592356
1710,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colours May Vary, Small, EC-POF1)",3.8,3344.0,39.0,39.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/31s6OZfTO2L._SX300_SY300_QL70_FMwebp_.jpg,0.0
1729,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",4.3,838.0,349.0,999.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/31FmMK7a9PL._SY445_SX342_QL70_FMwebp_.jpg,0.6506506506506506
1749,"TVARA LCD Writing Tablet 8.5 Inch E-Note Pad LCD Writing Tablet, Kids Drawing Pad 8.5 Inch Doodle Board, Toddler Boy and Girl Learning Gift for 3 4 5 6 Years Old, Black",4.0,1208.0,249.0,600.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/518mUXLlFZS._SX300_SY300_QL70_FMwebp_.jpg,0.585
1765,"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)",4.5,4219.0,425.0,899.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/41i35PCzzaL._SX300_SY300_QL70_FMwebp_.jpg,0.5272525027808677
1767,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",4.1,13045.0,199.0,499.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/41xwPQLxTML._SX300_SY300_QL70_FMwebp_.jpg,0.6012024048096193
1798,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,4.1,789.0,225.0,499.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/313wnMF+cVL._SX342_SY445_.jpg,0.5490981963927856
1821,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",3.9,24871.0,149.0,1000.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/31wOPjcSxlL._SX300_SY300_QL70_FMwebp_.jpg,0.851
1994,"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",4.1,2809.0,399.0,1190.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/31BXpfrkEWL._SX300_SY300_QL70_FMwebp_.jpg,0.6647058823529411
1999,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",4.0,43994.0,199.0,349.0,ComputersandAccessories,AccessoriesandPeripherals,https://m.media-amazon.com/images/I/31zOsqQOAOL._SY445_SX342_QL70_FMwebp_.jpg,0.4297994269340974
